TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
JFLL11;74,08;0,620000;10,12;100,95;0,73;119.386,18;2,35;;;151.483.911,60;3.896,00;Ativa;1.500.598,00
JPPA11;99,70;1,150000;16,59;99,30;1,00;226.885,64;11,59;17,06;-0,13;89.773.410,62;9.367,00;Ativa;904.050,00
JPPC11;200,00;0,170000;0,00;404,65;0,49;13.148,50;6,89;;;22.255.789,64;88,00;Ativa;55.000,00
JRDM11;85,90;0,400000;7,36;88,84;0,97;610.682,00;0,41;28,90;3,40;224.143.181,16;4.001,00;Passiva;2.522.968,00
JSAF11;99,30;0,930000;11,24;100,23;0,99;1.204.086,71;3,44;;;157.665.900,22;5.431,00;Ativa;1.573.047,00
JSRE11;76,30;0,460000;7,43;112,85;0,68;3.067.246,46;0,23;-3,91;-8,44;2.343.584.658,59;101.092,00;Ativa;20.767.328,00
JTPR11;2.517,00;1,630372;0,00;81,15;31,02;;7,02;;;17.420.437,08;8,00;Ativa;214.674,00
KCRE11;96,92;0,800000;10,74;104,75;0,93;483.594,57;2,41;;;377.087.831,31;8.393,00;Ativa;3.600.000,00
KEVE11;1.084,86;0,744748;0,45;921,20;1,18;172.998,62;1,13;;;136.061.479,50;485,00;Passiva;147.700,00
KFOF11;96,15;0,750000;9,40;98,89;0,97;1.796.687,11;6,67;10,78;-5,04;448.300.299,85;17.666,00;Ativa;4.533.315,00
KINP11;9,82;3,053493;72,34;0,00;;38.394,20;;;-13,32;0,00;0,00;Ativa;0,00
KISU11;8,67;0,070000;10,32;9,24;0,94;741.832,39;2,43;;;408.493.347,60;123.994,00;Ativa;44.196.050,00
KIVO11;92,16;1,150000;17,38;94,33;0,98;204.408,96;5,54;;;114.628.473,72;2.639,00;Ativa;1.215.124,00
KNCR11;98,98;1,200000;13,90;100,86;0,98;11.467.312,36;6,33;49,84;3,03;5.758.807.700,20;257.717,00;Ativa;57.097.087,00
KNHF11;104,00;1,000000;0,96;102,58;1,01;928.841,57;12,85;;;1.032.565.601,21;12.233,00;Ativa;10.066.018,00
KNHY11;101,40;0,900000;11,48;102,99;0,98;2.340.998,11;1,53;-4,75;-2,75;1.904.351.220,09;16.238,00;Ativa;18.490.843,00
KNIP11;92,65;0,500000;9,57;99,70;0,93;11.558.105,29;2,70;-11,65;-5,73;7.984.130.494,79;71.119,00;Ativa;80.078.186,00
KNPR11;0,00;3,880000;0,00;103,18;;;4,33;;;59.836.399,52;593,00;Ativa;579.911,00
KNRE11;0,54;0,037742;63,60;0,76;0,71;7.722,04;16,46;;-49,33;14.029.570,91;6.563,00;Ativa;18.547.161,00
KNRI11;164,21;0,950000;7,21;160,16;1,03;3.863.147,82;1,89;13,24;-0,47;3.869.076.579,67;255.595,00;Ativa;24.157.121,00
KNSC11;90,63;0,800000;10,99;91,66;0,99;2.612.414,86;3,29;;;1.216.887.495,27;104.316,00;Ativa;13.275.794,00
KNUQ11;0,00;0,900000;0,00;100,20;;;14,29;;;195.202.048,33;1,00;Ativa;1.948.096,00
LASC11;102,49;0,570000;8,40;102,11;1,00;638.649,23;4,28;14,67;-0,48;300.224.466,00;378,00;;2.940.298,00
LATR11B;9,51;9,998500;202,33;0,00;;99,50;;;;0,00;0,00;Ativa;0,00
LAVF11;0,00;1,300000;0,00;0,00;;;;;;0,00;7,00;Ativa;44.600,00
LFTT11;45,37;3,668145;0,00;25,69;1,77;17.085,14;11,39;;-23,54;190.205.057,21;480,00;Ativa;7.404.543,00
LGCP11;85,76;0,640000;8,69;101,81;0,84;564.061,50;5,18;6,14;-4,99;293.814.056,79;14.855,00;Ativa;2.885.778,00
LIFE11;10,01;0,122000;16,32;10,14;0,99;204.719,39;7,92;;;225.803.060,11;3.507,00;Ativa;22.276.744,00
LKDV11;997,23;;0,00;997,23;1,00;573.407,00;1,05;;;66.625.856,39;68,00;Ativa;66.811,00
LLAO11;0,00;0,713833;0,00;95,21;;;21,97;;;34.385.610,06;78,00;Ativa;361.140,00
LOFT11B;29,90;0,201705;0,00;12,02;2,49;;3,69;;-33,52;23.584.469,65;1,00;Ativa;1.962.500,00
LPLP11;0,00;8,566604;0,00;495,95;;;0,27;;;127.425.321,59;4,00;Ativa;256.932,00
LRDI11;0,00;;0,00;98,55;;;1,59;;;34.876.196,55;18,00;Ativa;353.879,00
LSPA11;102,00;0,810000;8,96;114,36;0,89;14.382,00;1,02;;;46.257.916,55;224,00;Ativa;404.500,00
LUGG11;88,73;0,600000;7,70;123,48;0,72;109.274,57;3,00;5,00;-6,05;139.619.195,54;4.103,00;Ativa;1.130.706,00
LVBI11;117,12;0,790000;7,77;115,80;1,01;2.467.505,14;0,80;13,27;-1,00;1.363.563.218,56;76.188,00;Ativa;11.775.177,00
MADS11;0,00;;0,00;;;;;;;;;;0,00
MALL11;116,98;0,850000;8,11;119,76;0,98;2.965.544,00;2,11;15,68;8,00;1.092.773.094,77;124.481,00;Ativa;9.124.659,00
MANA11;9,68;0,110000;14,05;9,85;0,98;179.529,50;10,83;;;193.050.632,43;3.629,00;Ativa;19.592.872,00
MATV11;86,63;0,600000;7,04;93,73;0,92;13.027,43;15,13;;;39.926.993,67;325,00;Ativa;425.968,00
MAXR11;73,94;0,730000;10,61;123,32;0,60;176.706,11;1,47;-0,16;-10,26;138.814.486,46;4.407,00;Ativa;1.125.655,00
MCCI11;96,49;0,900000;12,60;95,91;1,01;3.823.234,04;1,78;11,78;-2,27;1.626.591.564,89;114.568,00;Ativa;16.960.024,00
MCHF11;9,37;0,090000;13,11;9,57;0,98;930.774,21;6,08;;;309.582.364,03;79.221,00;Ativa;32.354.247,00
MCHY11;110,68;1,300000;16,90;100,99;1,10;41.406,93;1,48;;;362.523.112,28;887,00;;3.589.771,00
MFAI11;66,01;0,520000;9,77;74,30;0,89;28.313,14;3,96;-17,88;-18,70;27.420.997,56;3.109,00;Ativa;369.074,00
MFCR11;103,89;1,400000;12,97;105,91;0,98;9.928,26;2,13;;;10.721.112,75;108,00;Ativa;101.230,00
MFII11;94,18;1,070000;14,01;101,15;0,93;406.252,36;0,39;2,16;-9,01;429.837.983,35;29.188,00;Ativa;4.249.390,00
MGCR11;9,40;0,100000;13,35;9,78;0,96;259.145,59;1,77;;;131.240.792,97;4.360,00;Ativa;13.416.505,00
MGFF11;67,89;0,550000;9,31;75,63;0,90;1.166.338,00;2,26;-2,45;-9,96;684.494.404,32;47.460,00;Ativa;9.050.620,00
MGHT11;64,48;0,600000;13,65;87,53;0,74;123.435,75;4,79;5,98;-13,06;114.995.993,58;4.309,00;;1.313.784,00
MGIM11;101,50;0,176173;0,00;98,41;1,03;;101,04;;;24.337.124,08;75,00;Ativa;247.300,00
MGLC11;0,00;;0,00;;;;;;;;;;0,00
MGRI11;0,00;1,300000;0,00;105,61;;;12,86;;;23.233.113,90;1,00;Ativa;220.000,00
MINT11;102,00;;0,00;129,16;0,79;50.833,68;6,67;;;67.160.777,20;78,00;Ativa;520.000,00
MMPD11;0,00;5,180180;0,00;110,72;;;3,48;;;58.680.032,62;55,00;Ativa;530.000,00
MMVE11;161,87;;0,00;157,57;1,03;324,00;0,27;;;73.269.759,83;22,00;Ativa;465.000,00
MOFF11;0,00;;0,00;839,27;;;0,42;;;177.510.799,55;3,00;Ativa;211.506,00
MORC11;91,87;0,980000;14,40;99,56;0,92;374.196,46;5,41;;;189.941.494,30;6.131,00;Ativa;1.907.808,00
MORE11;77,20;0,600000;9,39;85,43;0,91;510.299,07;1,57;-6,18;-10,14;198.130.030,65;17.105,00;Ativa;2.319.115,00
MTOF11;0,00;;0,00;84,88;;;2,01;;;164.009.204,09;2,00;Ativa;1.932.221,00
MTRS11;0,00;;0,00;;;;;;;;;;0,00
MVFI11;0,00;;0,00;1,56;;;0,58;;;121.616.007,83;1,00;Ativa;78.155.673,00
MXRF11;10,84;0,110000;12,19;10,00;1,08;9.585.277,75;5,28;14,91;1,00;2.592.330.747,84;908.249,00;Ativa;259.301.607,00
NAVT11;90,60;1,000000;11,48;96,63;0,94;370.098,32;4,76;;;101.895.545,43;2.366,00;Ativa;1.054.507,00
NCHB11;82,88;0,910000;15,50;91,82;0,90;380.406,46;13,23;7,95;-4,45;155.903.400,38;11.782,00;Ativa;1.697.932,00
NCRI11;9,09;0,070000;9,79;10,29;0,88;3.060,82;7,08;;;40.634.429,35;532,00;Ativa;3.949.999,00
NEWL11;104,20;0,950000;11,44;117,87;0,88;724.956,71;3,21;4,39;1,18;239.636.392,56;3.676,00;Ativa;2.033.099,00
NEWU11;73,01;0,200000;1,82;69,06;1,06;122.702,27;3,39;-19,96;15,65;51.239.153,98;1.485,00;Ativa;742.000,00
NPAR11;12,82;1,196695;0,00;14,07;0,91;;100,00;;-55,35;1.682.250,84;772,00;Ativa;119.589,00
NSLU11;189,49;1,544022;9,57;199,53;0,95;86.530,50;3,25;-10,85;-11,87;258.052.426,33;6.428,00;Passiva;1.293.286,00
NVHO11;10,99;0,083541;9,07;14,00;0,79;4.010,86;1,94;1,28;-6,28;580.731.605,94;2.247,00;Ativa;41.494.533,00
NVIF11B;227,50;0,889152;2,74;366,97;0,62;;12,61;-10,71;;123.817.172,28;7,00;Ativa;337.399,00
OGHY11;10,30;0,130000;7,57;9,69;1,06;6.265,57;8,01;;;20.112.928,05;370,00;Ativa;2.075.000,00
ONEF11;204,00;1,020000;5,74;229,99;0,89;36.932,75;0,99;13,79;10,43;209.516.806,41;2.783,00;Passiva;911.000,00
ORPD11;93,00;1,379310;0,00;146,64;0,63;;0,00;;;42.524.987,27;6,00;Ativa;290.000,00
OUFF11;74,49;0,720000;11,49;78,42;0,95;122.366,89;1,61;5,16;-4,56;142.277.064,19;7.882,00;Ativa;1.814.336,00
OUJP11;101,37;1,100000;14,45;98,73;1,03;547.327,07;9,25;19,20;-0,26;321.102.643,06;28.946,00;Ativa;3.252.384,00
OULG11;41,34;0,420000;8,47;67,64;0,61;142.456,46;2,26;-18,36;-23,68;167.821.953,20;5.079,00;Ativa;2.481.284,00
OURE11;82,34;0,800000;14,57;92,31;0,89;107.114,39;1,46;11,10;-0,27;99.426.694,47;6.287,00;Ativa;1.077.087,00
PABY11;24,30;;0,00;-19,18;;1.825,50;;;14,59;-14.548.034,91;667,00;Passiva;758.400,00
PATB11;0,00;7,150317;0,00;166,72;;;2,87;;;645.120.405,08;56,00;Ativa;3.869.378,00
PATC11;70,77;0,340000;5,67;73,28;0,97;780.371,11;3,12;3,00;-8,04;254.830.960,26;7.384,00;Ativa;3.477.434,00
PATL11;72,55;0,600000;9,71;98,50;0,74;584.397,89;1,08;2,12;-9,54;491.662.611,58;24.601,00;Ativa;4.991.535,00
PBLV11;926,98;39,645378;8,50;1.564,50;0,59;;2,14;;;5.820.001.715,34;2,00;Ativa;3.720.045,00
PCAS11;0,00;;0,00;6.431,14;;;0,60;;;450.179.572,34;50,00;Passiva;70.000,00
PEMA11;37,50;0,421000;19,96;73,32;0,51;1.043,00;0,66;;;40.473.090,64;397,00;Ativa;552.000,00
PLCR11;91,59;1,000000;13,38;93,02;0,98;673.612,75;12,63;10,38;3,41;196.200.010,00;15.919,00;Ativa;2.109.169,00
PLRI11;18,00;0,133083;8,78;29,50;0,61;7.293,58;1,52;-19,27;-22,72;28.147.285,60;730,00;Ativa;954.304,00
PNDL11;1.295,00;0,120000;0,46;999,70;1,30;1.587.486,50;15,81;;;96.114.096,00;56,00;Ativa;96.143,00
PNLN11;0,00;;0,00;54,45;;;22,93;;;894.758,71;51,00;Ativa;16.432,00
PNPR11;100,00;;0,00;104,15;0,96;784.100,00;0,21;;;90.692.807,04;24,00;Ativa;870.791,00
PNRC11;101,69;1,020000;4,49;101,69;1,00;71.183,00;0,98;;;41.702.479,94;60,00;Ativa;410.100,00
PORD11;90,00;1,030000;13,49;98,06;0,92;549.944,79;14,02;4,49;-3,37;365.594.845,54;25.705,00;Ativa;3.728.375,00
PQAG11;56,99;0,440000;9,23;57,11;1,00;21.327,63;0,03;-10,95;-56,45;799.051.682,53;483,00;Ativa;13.991.890,00
PQDP11;1.953,99;16,734576;10,43;3.120,41;0,63;153.359,00;2,03;26,47;-13,41;766.101.130,08;4.091,00;Passiva;245.513,00
PRSN11B;1,17;0,171678;14,67;3,90;0,30;1.306,52;12,01;;-31,50;12.589.105,18;762,00;Ativa;3.231.246,00
PRSV11;84,76;1,620000;0,00;211,36;0,40;3.403,91;6,99;28,92;-39,47;41.214.748,37;998,00;Passiva;195.000,00
PRTS11;117,70;0,054870;0,00;0,06;1.961,67;;103,36;;;3.111.607,44;11,00;Ativa;55.727.500,00
PRZS11;0,00;;0,00;146,36;;;0,06;;;103.573.997,23;20,00;Ativa;707.671,00
PVBI11;105,08;0,670000;6,98;101,03;1,04;3.412.326,71;3,68;5,62;2,00;1.226.742.660,75;113.597,00;Ativa;12.142.208,00
QAGR11;50,19;0,430000;10,18;57,66;0,87;551.024,86;1,45;2,13;-15,81;290.592.274,50;23.175,00;Ativa;5.040.000,00
QAMI11;77,74;0,700000;13,44;94,15;0,83;32.106,61;6,33;;;75.449.690,86;1.467,00;Ativa;801.398,00
QIRI11;78,04;0,660000;0,00;89,61;0,87;6.867,57;100,31;;-9,42;13.441.852,95;173,00;Ativa;150.000,00
RBBV11;100,00;0,224057;0,00;100,84;0,99;;1,01;75,40;3,19;126.470.249,69;3.475,00;Passiva;1.254.164,00
RBCB11;19,00;0,300000;0,00;0,00;;;;-15,04;;0,00;462,00;Ativa;53.100,00
RBDS11;2,92;2,354143;0,00;22,49;0,13;596,04;24,55;18,99;-53,87;2.845.189,29;977,00;Ativa;126.523,00
RBED11;135,40;1,430000;11,34;144,35;0,94;712.516,39;8,71;7,86;-6,35;339.946.038,11;12.956,00;Ativa;2.355.022,00
RBFF11;60,79;0,500000;9,95;69,19;0,88;594.208,96;3,78;0,39;-6,12;259.410.163,47;19.786,00;Ativa;3.749.215,00
RBGS11;28,45;0,176600;0,00;90,78;0,31;;0,52;4,91;-9,38;97.865.283,71;2.808,00;Passiva;1.078.000,00
RBHG11;88,89;1,050000;14,52;91,88;0,97;258.915,86;5,92;18,90;2,52;158.729.718,92;9.398,00;Ativa;1.727.582,00
RBHY11;96,37;1,150000;15,08;93,70;1,03;91.398,57;2,01;;;177.423.742,33;3.657,00;Ativa;1.893.505,00
RBIR11;85,99;0,458000;2,08;103,69;0,83;47.321,78;0,58;;2,44;158.500.274,98;1.463,00;Ativa;1.528.615,00
RBLG11;100,51;0,950000;10,65;101,70;0,99;1.865,47;1,76;;;65.108.777,70;201,00;Ativa;640.199,00
RBOP11;304,50;2,400000;32,41;848,97;0,36;43.491,39;7,18;4,24;-37,71;86.309.331,29;3.769,00;Ativa;101.664,00
RBRD11;38,00;0,340000;10,00;66,21;0,57;29.316,21;3,24;-0,85;-17,71;122.601.610,47;9.221,00;Passiva;1.851.786,00
RBRF11;85,87;0,630000;8,75;88,53;0,97;3.255.417,04;2,31;-1,62;-3,50;1.211.192.224,53;102.679,00;Ativa;13.680.770,00
RBRI11;915,00;35,620000;0,00;1.193,85;0,77;48.495,00;0,20;;;162.915.520,16;87,00;;136.462,00
RBRL11;89,23;0,720000;8,66;105,15;0,85;597.515,96;1,18;-0,58;-7,40;703.113.124,45;12.055,00;Ativa;6.687.035,00
RBRM11;94.794,81;2.002,089652;16,11;27.547,43;3,44;;0,22;;;14.848.062,96;54,00;;539,00
RBRP11;58,68;0,250000;5,84;82,42;0,71;1.114.228,93;1,40;-15,34;-13,65;1.003.838.610,33;90.730,00;Ativa;12.179.186,00
RBRR11;90,22;0,700000;11,52;94,51;0,96;3.439.234,64;3,20;10,06;-3,00;1.270.081.176,60;138.639,00;Ativa;13.438.908,00
RBRS11;54,51;0,400000;9,21;94,23;0,58;50.419,96;3,24;;;163.419.300,39;1.237,00;Ativa;1.734.299,00
RBRU11;0,00;;0,00;;;;;;;;;;0,00
RBRX11;93,77;1,100000;16,19;96,70;0,97;910.219,00;1,33;;;181.866.175,50;4.323,00;Ativa;1.880.688,00
RBRY11;101,10;1,200000;13,70;98,84;1,02;1.278.188,64;5,14;15,47;-0,30;548.266.353,36;35.123,00;Ativa;5.546.804,00
RBTS11;1.121,00;21,930000;32,49;818,64;1,37;22.420,00;3,45;;;46.273.696,75;60,00;Ativa;56.525,00
RBVA11;109,98;1,000000;10,94;108,26;1,02;703.352,82;0,78;3,37;-2,28;1.254.508.454,86;45.957,00;Ativa;11.588.199,00
RBVO11;8,41;0,020000;2,20;18,04;0,47;2.298,54;5,95;-38,93;-26,72;9.306.848,49;2.622,00;;515.824,00
RCFA11;1,91;;0,00;17,21;0,11;2.264,14;0,02;;34,22;10.047.581,77;278,00;Passiva;583.926,00
RCFF11;83,01;1,231214;1,48;92,96;0,89;2.019,60;9,04;;-6,64;30.044.060,32;90,00;Ativa;323.200,00
RCKF11;0,00;;0,00;;;;;;;;;;1.500.000,00
RCRB11;152,41;0,770000;5,88;208,37;0,73;906.469,32;1,99;-3,02;-4,69;769.030.231,50;28.753,00;Ativa;3.690.695,00
RCRI11B;1.200,00;12,481836;0,00;365,40;3,28;;70,80;;;18.639.596,10;149,00;Ativa;51.012,00
RECH11;0,00;;0,00;;;;;;;;;;0,00
RECR11;87,86;0,597000;11,74;96,37;0,91;3.770.103,54;1,77;-11,20;-5,18;2.548.240.436,92;188.828,00;Ativa;26.441.650,00
RECT11;48,30;0,400000;11,95;92,52;0,52;415.870,82;0,27;-9,04;-20,59;790.437.095,33;73.494,00;Ativa;8.543.493,00
RECX11;68,71;0,600000;11,78;76,68;0,90;10.371,93;2,84;;;16.740.110,32;679,00;Ativa;218.313,00
REIT11;190,00;1,860000;16,65;291,33;0,65;433,00;6,49;;-42,14;7.659.273,22;68,00;Ativa;26.291,00
RELG11;55,00;0,700000;7,43;123,47;0,45;149.639,32;0,48;;;164.782.039,95;6.988,00;Ativa;1.334.562,00
RFOF11;80,09;0,750000;10,73;83,70;0,96;86.282,07;4,74;4,51;-0,78;90.246.354,50;5.000,00;Ativa;1.078.164,00
RINV11;110,40;2,000000;8,88;110,04;1,00;488.966,00;2,92;;;33.025.681,79;246,00;Ativa;300.129,00
RMAI11;50,99;0,260000;6,12;99,17;0,51;53.528,56;0,56;;;242.344.280,94;1.185,00;Ativa;2.443.800,00
RNDP11;148,98;2,000000;8,92;179,54;0,83;8.550,93;7,54;-34,71;-45,39;19.296.802,91;1.123,00;Ativa;107.481,00
RNGO11;45,00;0,360000;11,02;86,56;0,52;75.192,07;1,59;0,89;-14,49;231.625.120,49;11.168,00;Passiva;2.676.000,00
ROOF11;500,00;41,715400;16,68;592,53;0,84;7.952,29;7,65;;;45.918.329,95;80,00;Ativa;77.495,00
RPRI11;98,78;0,870000;14,35;102,15;0,97;173.805,18;5,09;;;229.002.305,38;2.821,00;Ativa;2.241.755,00
RRCI11;82,42;0,950000;14,20;92,85;0,89;30.493,96;2,13;;;44.731.027,28;2.217,00;Ativa;481.757,00
RSPD11;1.125,00;8,638802;4,63;1.145,47;0,98;;0,82;;;170.687.461,60;105,00;Ativa;149.011,00
RVBI11;83,92;0,750000;9,82;87,16;0,96;230.553,93;1,25;3,36;-1,65;125.506.186,92;12.241,00;Ativa;1.440.000,00
RZAK11;92,78;1,160000;17,05;93,26;1,00;3.872.004,54;2,47;;;821.461.572,67;48.069,00;Ativa;8.807.885,00
RZAT11;90,34;0,750000;12,46;100,00;0,90;613.036,64;0,12;-16,01;-55,72;370.802.272,62;37.327,00;Ativa;3.708.168,00
RZDM11;550,16;2,900000;1,56;271,45;2,03;20.710.244,33;7,68;;;43.432.364,66;4,00;Ativa;160.000,00
RZTR11;97,89;0,850000;11,67;97,29;1,01;1.934.195,75;5,50;;;1.074.905.610,79;90.522,00;Ativa;11.048.018,00
SACL11;0,00;;0,00;;;;;;;;;;0,00
SADI11;87,49;1,000000;14,14;95,14;0,92;405.229,39;1,69;62,08;-0,72;147.342.238,32;9.421,00;Ativa;1.548.684,00
SAIC11B;37,00;0,662215;0,00;55,34;0,67;148,00;2,81;;-3,75;79.120.100,14;50,00;Passiva;1.429.740,00
SALI11;0,00;;0,00;101,50;;;4,37;;;8.076.083,74;1,00;Passiva;79.565,00
SARE11;54,49;0,480000;13,36;94,52;0,57;1.677.656,93;1,71;7,78;-18,59;872.840.322,36;44.982,00;Ativa;9.234.329,00
SBCL11;0,00;;0,00;794,71;;;169,03;;;23.841.269,80;2,00;Ativa;30.000,00
SCPF11;4,99;0,023000;5,41;11,69;0,43;3.154,43;2,29;1,67;-17,94;49.092.959,05;4.521,00;Ativa;4.200.000,00
SEED11;98,99;0,740000;11,83;89,36;1,11;197.980,00;1,67;;;146.542.434,60;123,00;Ativa;1.640.000,00
SEQR11;65,00;0,714400;12,72;93,52;0,70;131.718,50;1,43;;;150.425.119,96;5.487,00;Ativa;1.608.552,00
SFND11;83,07;4,250000;0,00;8,73;9,52;;9,40;116,69;;8.571.805,13;54,00;Passiva;981.472,00
SFRO11;0,00;;0,00;5,93;;;102,53;;;5.191.438,53;20,00;Passiva;875.758,00
SHDP11B;0,00;7,224972;0,00;1.288,33;;;1,79;23,83;;1.890.995.254,07;3,00;Passiva;1.467.793,00
SHOP11;68,00;;0,00;47,49;1,43;272,00;2,35;;;70.340.719,59;39,00;Ativa;1.481.266,00
SHPH11;792,13;3,750000;6,10;890,58;0,89;42.279,32;0,92;15,78;-3,99;542.318.124,24;2.536,00;Passiva;608.950,00
SHSO11;0,00;0,890000;0,00;99,62;;;4,63;;;19.923.047,67;1,00;Ativa;200.000,00
SIGR11;100,00;1,441395;11,35;102,84;0,97;200,00;14,06;;;40.045.547,93;52,00;Ativa;389.395,00
SJAU11;84,00;;0,00;95,91;0,88;12.080.870,00;0,04;;;760.782.938,95;158,00;Passiva;7.932.248,00
SNCI11;99,95;1,000000;12,52;98,92;1,01;574.864,07;2,01;;;415.451.792,74;44.306,00;Ativa;4.200.000,00
SNEL11;100,00;;0,00;101,63;0,98;;1,07;;;50.819.744,01;3.363,00;Ativa;500.026,00
SNFF11;91,15;0,650000;9,45;93,78;0,97;499.334,43;7,31;;;265.411.251,95;31.035,00;Ativa;2.830.000,00
SNLG11;31,01;0,350000;6,77;63,43;0,49;52.226,21;2,98;;;119.765.997,95;3.730,00;Ativa;1.888.174,00
SOLR11;1.128,06;4,770765;5,08;952,89;1,18;;1,13;;;59.920.468,57;52,00;Ativa;62.883,00
SPAF11;0,00;5,520376;0,00;1.009,79;;;1,73;39,74;;11.380.290,03;1,00;Ativa;11.270,00
SPDE11;0,00;;0,00;976,15;;;27,78;;;40.139.449,70;78,00;Ativa;41.120,00
SPMO11;99,00;0,430000;0,43;125,11;0,79;327,67;0,03;;;226.243.719,24;6,00;Ativa;1.808.330,00
SPTW11;40,98;0,460000;12,30;56,00;0,73;88.103,96;6,40;-30,83;-21,37;100.695.045,93;28.409,00;Passiva;1.798.000,00
SPVJ11;0,00;0,670000;0,00;116,77;;;0,60;-0,61;;737.079.305,24;29,00;Ativa;6.312.090,00
SPXS11;101,50;1,230000;10,82;96,34;1,05;546.288,61;7,36;;;119.290.463,55;4.904,00;Ativa;1.238.196,00
SRVD11;3,00;0,200000;0,00;-0,01;;233,91;;;;-647.694,94;102,00;Ativa;96.286.020,00
STRX11;8,52;0,750000;107,51;164,04;0,05;;0,68;-73,18;;264.687.656,20;55,00;Ativa;1.613.559,00
TBOF11;15,56;0,822740;0,00;0,21;74,10;;492,15;74,62;;2.097.587,74;9.180,00;Passiva;10.050.000,00
TCIN11;136,45;;0,00;126,05;1,08;222.470,60;1,60;;;107.101.904,10;114,00;Ativa;849.660,00
TCPF11;1,26;1,520000;1.673,81;125,27;0,01;;6,49;;;37.245.835,78;51,00;Ativa;297.327,00
TELD11;0,00;;0,00;23,67;;;3,87;;;11.117.254,51;2,00;Ativa;469.760,00
TELF11;0,00;;0,00;;;;;;;;;;0,00
TELM11;0,00;;0,00;;;;;;;;;;500.000,00
TEPP11;89,32;0,580000;7,33;95,04;0,94;1.062.669,21;1,81;5,69;-1,08;401.241.306,21;12.146,00;Ativa;4.221.967,00
TFOF11;138,00;2,370000;0,00;121,20;1,14;;13,36;29,98;;103.080.374,68;3.278,00;Ativa;850.530,00
TGAR11;122,54;1,420000;13,71;118,03;1,04;3.907.607,25;1,82;6,42;-2,03;1.626.948.102,10;110.239,00;Ativa;13.784.500,00
THRA11;138,50;0,130000;0,00;9,54;14,52;;140,47;90,73;0,61;14.050.683,35;2.084,00;Passiva;1.472.728,00
TJKB11;262,16;2,620000;11,14;267,84;0,98;594,50;0,09;;;202.746.905,04;76,00;Ativa;756.974,00
TMPS11;103,52;0,800000;2,65;108,58;0,95;49.447,11;3,57;;;106.293.705,07;1.843,00;Ativa;978.968,00
TORD11;2,34;0,050000;13,19;12,58;0,19;241.777,36;0,46;;-39,46;441.080.668,28;100.738,00;Ativa;35.051.354,00
TORM13;142,00;10,562960;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
TOUR11;8,80;0,242328;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
TRBL11;99,65;0,720000;9,69;95,71;1,04;834.982,18;1,11;10,69;-0,51;612.048.658,06;63.292,00;Ativa;6.395.050,00
TRNT11;123,00;0,420000;3,87;196,67;0,63;60.779,50;0,58;-5,35;-12,41;773.997.393,87;697,00;Passiva;3.935.562,00
TRXB11;119,00;0,920000;9,33;109,45;1,09;740,68;0,73;5,75;1,97;313.127.824,30;193,00;Passiva;2.860.950,00
TRXF11;112,98;0,900000;9,47;106,05;1,07;5.188.673,00;0,78;9,50;3,48;1.271.774.618,80;103.828,00;Ativa;11.992.687,00
TSER11;102,00;0,920000;11,10;100,51;1,01;1.217,33;7,04;;;129.147.505,71;29,00;Ativa;1.284.884,00
TSNC11;0,00;0,625958;0,00;92,41;;;7,78;-23,66;;100.426.822,13;66,00;Ativa;1.086.780,00
TSNM11;0,00;;0,00;;;;;;;;;;3.500.000,00
URPR11;95,90;1,160000;15,55;100,03;0,96;1.839.195,57;3,97;-16,67;-5,87;1.167.835.850,29;93.683,00;Ativa;11.675.248,00
VCJR11;91,02;0,550000;10,62;96,81;0,94;1.941.728,21;5,32;-0,95;-2,94;1.425.367.434,14;20.205,00;Ativa;14.723.970,00
VCRI11;8,36;0,085000;15,93;9,65;0,87;271.150,00;4,25;;;171.490.682,95;11.027,00;Ativa;17.773.297,00
VCRR11;77,36;0,690000;10,57;128,38;0,60;310.651,93;5,98;;;256.768.437,00;3.753,00;Ativa;2.000.000,00
VDSV11;0,00;;0,00;994,33;;;1,89;;;13.620.339,46;198,00;Ativa;13.698,00
VERE11;233,49;2,400000;14,28;363,29;0,64;;0,41;4,15;;207.411.507,75;53,00;Ativa;570.920,00
VGHF11;9,57;0,120000;13,17;9,42;1,02;3.233.683,07;3,86;;;686.848.266,32;274.002,00;Ativa;72.889.247,00
VGIP11;94,31;0,850000;10,69;93,63;1,01;1.836.010,21;3,36;-7,34;-1,87;1.103.693.956,74;86.916,00;Ativa;11.787.247,00
VGIR11;9,80;0,120000;15,22;9,64;1,02;4.686.922,82;2,78;36,48;5,24;995.247.970,32;204.689,00;Ativa;103.220.707,00
VIDS11;0,00;;0,00;979,41;;;9,89;;;81.713.923,88;1.688,00;Ativa;83.432,00
VIFI11;8,49;0,070000;9,19;9,42;0,90;184.031,43;10,09;1,72;-55,62;76.239.072,37;6.636,00;Ativa;8.089.190,00
VILG11;106,20;0,700000;7,69;111,91;0,95;2.607.674,04;2,30;6,99;-5,97;1.678.321.852,08;161.673,00;Ativa;14.997.396,00
